itemName,type,meal,location,ingredients
POTATO HOT DOG ROLL,PUB,Lunch,Livingston,"ROLL MARTIN'S HOT DOG POTATO LONG (UNBLEACHED ENRICHED WHEAT FLOUR (FLOUR, FERROUS SULFATE, NIACIN, THIAMIN, RIBOFLAVIN, FOLIC ACID), NONFAT MILK, RECONSTITUTED POTATOES (FROM POTATO FLOUR), YEAST, SUGAR, WHEAT GLUTEN, SUNFLOWER OIL, CONTAINS 2 PERCENT OR LESS OF EACH OF THE FOLLOWING: SALT, BUTTER, DOUGH CONDITIONERS (SODIUM STEAROYL LACTYLATE, MONOGLYCERIDES AND DIGLYCERIDES), MONOCALCIUM PHOSPHATE, CALCIUM PROPIONATE (A PRESERVATIVE), GUAR GUM, ASCORBIC ACID, DATEM, CALCIUM SULFATE, ENZYMES, TURMERIC COLOR, ANNATTO COLOR, SESAME SEEDS.)"
PUB BURGER,PUB,Lunch,Livingston,"BEEF BURGER FRESH 3OZ PUB, ROLL MARTIN'S HAMBURGER POTATO (UNBLEACHED ENRICHED WHEAT FLOUR (FLOUR, FERROUS SULFATE, NIACIN, THIAMIN, RIBOFLAVIN, FOLIC ACID), NONFAT MILK, RECONSTITUTED POTATOES (FROM POTATO FLOUR), YEAST, SUGAR, WHEAT GLUTEN, SUNFLOWER OIL, CONTAINS 2 PERCENT OR LESS OF EACH OF THE FOLLOWING: SALT, BUTTER, DOUGH CONDITIONERS (SODIUM STEAROYL LACTYLATE, MONOGLYCERIDES AND DIGLYCERIDES), MONOCALCIUM PHOSPHATE, CALCIUM PROPIONATE (A PRESERVATIVE), GUAR GUM, ASCORBIC ACID, DATEM, CALCIUM SULFATE, ENZYMES, TURMERIC COLOR, ANNATTO COLOR, SESAME SEEDS.)"
PUB INGREDIENTS,PUB,Lunch,Livingston,"POTATO FRIES REG 5/16"", CHEESE AMERICAN SLCD YELLOW (SKIM MILK, AMERICAN CHEESE (MILK, CHEESE CULTURES, SALT, ENZYMES), PALM OIL, CASEIN (MILK PROTEIN), MODIFIED FOOD STARCH, SODIUM CITRATE, SALT, NATURAL FLAVOR, WHEY, CITRIC ACID, SORBIC ACID (AS A PRESERVATIVE), ARTIFICIAL COLOR, LECITHIN (SOY)), CHEESE CHEDDAR LOAF-10.5lb YEL, PRD MUSHROOM 10# 1""-1.5"" DIAM, CHEESE PROVOLONE 12LB PIECE (PASTEURIZED MILK, CHEESE CULTURE, SALT, AND ENZYMES.), PRD ONION SPANISH DRY, SPICE MONTREAL STEAK SEASONING (COARSE SALT, SPICES (INCLUDING BLACK PEPPER AND RED PEPPER), GARLIC, ONION, SUNFLOWER OIL, NATURAL FLAVOR AND EXTRACTIVES OF PAPRIKA.), CHEESE BLUE CRUMBLED 5LB BAG, PICKLE CHIPS DILL Kr Cut TUB"
TURKEY BURGERS,PUB,Lunch,Livingston,FRZ TURKEY BURGER
VEGETABLE BURGER,PUB,Lunch,Livingston,"VEGAN VEGGIE BURGER-GARDEIN (WATER, COOKED BROWN RICE, CARROTS, ROASTED BELL PEPPERS, ROASTED ONIONS, ROLLED OATS, PEAS (SALT), CANOLA OIL, ROASTED CORN, SOY PROTEIN CONCENTRATE, METHYLCELLULOSE, YEAST EXTRACT, ORGANIC CANE SUGAR, SALT, DRIED GARLIC, GARLIC POWDER, ONION POWDER, SPICES, NATURAL FLAVORS, PAPRIKA, SEA SALT, CITRIC ACID.)"
BAKED BROWN RICE,WOK/ MONGOLIAN GRILL,Lunch,Livingston,"WATER FRESH, RICE BROWN (WHOLE GRAIN PARBOILED BROWN RICE), SALT"
BAKED WHITE RICE,WOK/ MONGOLIAN GRILL,Lunch,Livingston,"WATER FRESH, RICE WHITE-50 LB (ENRICHED LONG GRAIN PARBOILED RICE (LONG GRAIN RICE, IRON, FERRIC ORTHOPHOSPHATE), THIAMINE MONONITRATE AND FOLATE), SALT"
GENERAL TSO CHICKEN,WOK/ MONGOLIAN GRILL,Lunch,Livingston,"FRZ CHICKEN TEMPURA BREAST CHUNKS (BONELESS, SKINLESS, CHICKEN BREAST CHUNKS WITH RIB MEAT CONTAINING: UP TO 15% OF A SOLUTION OF WATER, SEASONING [MALTODEXTRIN, AUTOLYZED YEAST EXTRACT, SALT, POTASSIUM CHLORIDE, FLAVORING, DISODIUM INOSINATE, DISODIUM GUANYLATE, CONTAINS LESS THAN 2% (CARROT SOLIDS, CORNSTARCH, DIPOTASSIUM PHOSPHATE, INVERT SUGAR, POTATO MALTODEXTRIN, SODIUM ACETATE, SUGAR, TAPIOCA MALTODEXTRIN, TARTARIC ACID)], MODIFIED FOOD STARCH, SODIUM PHOSPHATES, SALT. COATED WITH: CORN STARCH, TAPIOCA STARCH, DEXTRIN, RICE FLOUR, SALT, LEAVENING (SODIUM ACID PYROPHOSPHATE, SODIUM BICARBONATE), SOYBEAN OIL.), SAUCE ASIAN MENU GENERAL TSO (SUGAR, WATER, SOY SAUCE (SOYBEANS, WHEAT, WATER, SALT), VINEGAR, GARLIC JUICE (GARLIC JUICE, SALT), KETCHUP (TOMATO CONCENTRATE, DISTILLED VINEGAR, SUGAR, SALT, ONION POWDER, SPICE, NATURAL FLAVORING), SOYBEAN OIL, GARLIC, XANTHAM GUM, SPICE, NATURAL PRESERVATIVE.), SAUCE DUCK, PRD ONION SPANISH DRY, OIL WESSON CANOLA 4/1GAL, PRD BROCCOLI FLORETTES 4/3#, PRD PEPPER GREEN LARGE, PRD PEPPER RED * AVG 22/25#, CORNSTARCH SLURRY (WATER FRESH, CORNSTARCH)"
STIR FRY NOODLES & VEGGIES,WOK/ MONGOLIAN GRILL,Lunch,Livingston,"WATER FRESH, WATER FRESH, PRD CABBAGE BOK CHOY, PRD SQUASH YELLOW, PRD BEANS GREEN SNIPPED, NOODLE RICE PAD THAI, BASE VEGETABLE LOW SODIUM, PRD PEPPER RED * AVG 22/25#, PRD CELERY PASCAL, WINE SHERRY CRIBARI BOX, PRD ONION GREEN SCALLION, GLUTEN FREE TAMARI SOY SAUCE, OIL WESSON CANOLA 4/1GAL, CHILI SAUCE (TOMATO PUREE (WATER, TOMATO PASTE), DISTILLED WHITE VINEGAR, HIGH FRUCTOSE CORN SYRUP, SALT, CORN SYRUP, SALT, DEHYDRATED ONIONS, SPICE, GARLIC POWDER, NATURAL FLAVORINGS.), GROUND GINGER"
VEGETABLE FRIED RICE,WOK/ MONGOLIAN GRILL,Lunch,Livingston,"PRD BROCCOLI FLORETTES 4/3#, RICE WHITE-50 LB (ENRICHED LONG GRAIN PARBOILED RICE (LONG GRAIN RICE, IRON, FERRIC ORTHOPHOSPHATE), THIAMINE MONONITRATE AND FOLATE), PRD ONION SPANISH DRY, GLUTEN FREE TAMARI SOY SAUCE, PRD PEPPER RED * AVG 22/25#, OIL OLIVE PURE, PRD GARLIC PEELED FRESH GAL, GROUND GINGER, BLACK PEPPER"
ALFREDO PESTO SAUCE,PIZZA/ PASTA,Lunch,Livingston,"ALFREDO SAUCE (MILK LIGHT CREAM 1/2 GAL, GRATED PARMESAN, BUTTER PRINT SOLIDS 36/1lb, FLOUR ALL PURPOSE (BLEACHED WHEAT FLOUR, NIACIN (A B VITAMIN), IRON, THIAMINE MONONITRATE (VITAMIN B1), RIBOFLAVIN (VITAMIN B2), ENZYMES, FOLIC ACID (A B VITAMIN)), KOSHER SALT, WHITE GROUND PEPPER), SAUCE PESTO WITHOUT NUTS (FRESH BASIL, OLIVE OIL, IMPORTED ROMANO CHEESE, (PASTEURIZED SHEEP MIK, ENZYMES, SALT), FRESH GARLIC, WATER, SPICES, CITRIC ACID.)"
BAKED MACARONI AND CHEESE,PIZZA/ PASTA,Lunch,Livingston,"PASTA ELBOW (SEMOLINA (WHEAT), DURUM WHEAT FLOUR, NIACIN, IRON (FERROUS SULFATE), THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID. THIS PRODUCT MANUFACTURED ON EQUIPMENT THAT PROCESSES PRODUCTS CONTAINING EGGS.), PRD SQUASH BUTTERNUT, SAUCE CHEESE CHEDDAR GEHLS (WATER, CHEESE WHEY, PALM OIL, MODIFIED TAPIOCA STARCH, MODIFIED CORN STARCH, MALTODEXTRIN, SODIUM PHOSPHATE, CHEDDAR CHEESE (MILK, CULTURES, SALT, ENZYMES), SALT, NATURAL AND ARTIFICIAL FLAVORS, VINEGAR, SODIUM STEAROYL LACTYLATE, CITRIC ACID, MONO & DIGLYCERIDES, PHOSPHORIC ACID, YEAST EXTRACT, ANNATTO COLOR, CAROTENE COLOR, PAPRIKA COLOR.), MILK WHOLE 5GAL, BREAD CRUMBS PANKO, CHEESE CHEDDAR SHREDDED (PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES, ANNATTO COLORING, POTATO STARCH, CORN STARCH, DEXTROSE, CALCIUM SULFATE), MARGARINE PRINT SOLID 30# (VEGETABLE OIL (CANOLA , COTTONSEED, AND OR SOYBEAN OIL), PALM AND PALM KERNEL OILS, WATER, SALT, SOY LECITHIN (EMULSIFIER), SODIUM BENZOATE (PRESERVATIVE), MONO- AND DIGLYCERIDES (MONO- AND DIGLYCERIDES, MIXED TOCOPHEROLS, ASCORBIC ACID, CITRIC ACID (ANTIOXIDANTS)), ARTIFICIAL FLAVOR, VITAMIN A PALMITATE, BETA CAROTENE (COLOR). ), OIL WESSON CANOLA 4/1GAL, SALT, SPANISH PAPRIKA"
HAND TOSSED CHEESE PIZZA,PIZZA/ PASTA,Lunch,Livingston,"PIZZA DOUGH BALL 20oz, SAUCE PREPARED PIZZA , CHEESE MOZZ SHRED RUTGERS BLEND (LOW MOISTURE WHOLE MILK MOZZARELLA, PROVOLONE CHEESE (PASTEURIZED MILK, CHEESE CULTURES, SALT, ENZYMES), POWDERED CELLULOSE (TO PREVENT CAKING), POTASSIUM SORBATE AND NATAMYCIN.)"
HAND TOSSED PEPPERONI PIZZA,PIZZA/ PASTA,Lunch,Livingston,"PIZZA DOUGH BALL 20oz, SAUCE PREPARED PIZZA , CHEESE MOZZ SHRED RUTGERS BLEND (LOW MOISTURE WHOLE MILK MOZZARELLA, PROVOLONE CHEESE (PASTEURIZED MILK, CHEESE CULTURES, SALT, ENZYMES), POWDERED CELLULOSE (TO PREVENT CAKING), POTASSIUM SORBATE AND NATAMYCIN.), TURKEY PEPPERONI * 20 LB CASE (TURKEY, PEPPERONI SEASONING (CORN SYRUP, SPICES (MUSTARD), PAPRIKA, DEXTROSE, PAPRIKA OLEORESIN, GARLIC POWDER, SPICE EXTRACTIVES, SMOKE FLAVORING), WATER, CONTAINS 2% OR LESS SALT, CITRIC ACID, DEXTROSE, CARRAGEENAN, PEPPER, SODIUM NITRITE.)"
PENNE PASTA,PIZZA/ PASTA,Lunch,Livingston,"WATER FRESH, PASTA PENNE RIGATE (SEMOLINA (WHEAT), DURUM WHEAT FLOUR, VITAMINS/ MINERALS: VITAMIN B3 (NIACIN), IRON (FERROUS SULFATE), VITAMIN B1 (THIAMINE MONONITRATE), VITAMIIN B2 (RIBOFLAVIN), FOLIC ACID. MAY CONTAIN EGGS.), SALT, OIL OLIVE 25%/75%"
PLAIN TOMATO SAUCE,PIZZA/ PASTA,Lunch,Livingston,"SAUCE SPAGHETTI (TOMATO CONCENTRATE (WATER, CRUSHED TOMATOES), CORN OIL, SALT, SPICES, AND NATURAL FLAVORS.), OIL WESSON CANOLA 4/1GAL, PRD GARLIC PEELED FRESH GAL"
OMELETS MADE TO ORDER,OMLET BAR,Lunch,Livingston,"BACON LAYOUT 15 lbs (PORK BACON CURED WITH WATER, SALT, SUGAR, SODIUM PHOSPHATE, LIQUID SMOKE, SODIUM ERYTHORBATE, SODIUM NITRITE.), EGG WHITES 12/2 lbs (EGG WHITES, GUAR GUM, TRIETHYL CITRATE (ADDED AS WHIPPING AID)), SAUCE SALSA THICK AND CHUNKY (TOMATOES, WATER, JALAPENO PEPPERS, TOMATO PASTE, ONIONS, DRIED ONION, SALT, DISTILLED VINEGAR, DRIED GARLIC, NATURAL FLAVOR), CHEESE CHEDDAR SHREDDED (PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES, ANNATTO COLORING, POTATO STARCH, CORN STARCH, DEXTROSE, CALCIUM SULFATE), THUMANN SAUSAGE CRUMBLES (PORK, WATER, SALT, DEXTROSE, ISOLATED SOY PROTEIN, FLAVORINGS, PAPRIKA, BHA, CITRIC ACID.), PRD BROCCOLI FLORETTES 4/3#, PRD MUSHROOM 10# 1""-1.5"" DIAM, CHEESE MOZZ SHRED RUTGERS BLEND (LOW MOISTURE WHOLE MILK MOZZARELLA, PROVOLONE CHEESE (PASTEURIZED MILK, CHEESE CULTURES, SALT, ENZYMES), POWDERED CELLULOSE (TO PREVENT CAKING), POTASSIUM SORBATE AND NATAMYCIN.), TURKEY CATERING BREAST S/OFF (TURKEY BREAST, WATER, CONTAINS 2% OR LESS OF DEXTROSE, SALT, CARRAGEENAN, SODIUM PHOSPHATE.), PRD PEPPER RED * AVG 22/25#, HAM BOILED (IMPORTED HAM, WATER ADDED. CURED WITH WATER, SALT, DEXTROSE, POTASSIUM LACTATE, SODIUM PHOSPHATE, SODIUM DIACETATE, SODIUM ASCORBATE, SODIUM NITRITE.), PRD PEPPER GREEN LARGE, PRD ONION SPANISH DRY, PRD TOMATO LARGE (6x6), PRD ASPARAGUS GREEN 11LB, FISH SALMON SMOKED LOX (FARM RAISED ATLANTIC SALMON, SALT, BROWN SUGAR, AND NATURAL OAKWOOD SMOKE.), VEGAN BUTTER ALTERNATIVE (SOYBEAN OIL, HYDROGENATED SOYBEAN OIL, SALT, SOY LECITHIN, TBHQ AND CITRIC ACID ADDED TO HELP PRESERVE FRESHNESS, NATURAL AND ARTIFICIAL FLAVOR, BETA-CAROTENE (COLOR), DIMETHYLPOLYSILOXANE)"
BROCCOLI BUDS OP,SALAD BAR,Dinner,Livingston,PRD BROCCOLI FLORETTES 4/3#
BROCCOLI SALAD,SALAD BAR,Dinner,Livingston,"PRD BROCCOLI FLORETTES 4/3#, PRD PEPPER RED * AVG 22/25#, VINEGAR CIDER, PRD ONION GREEN SCALLION, DARK BROWN SUGAR, DRESSING MUSTARD GULD SPICY BROWN (VINEGAR, WATER, MUSTARD SEED, SALT, LESS THAN 2% OF: SPICES, TURMERIC), WATER FRESH, PRD LETTUCE ROMAINE HEARTS, BLACK PEPPER"
CUCUMBERS,SALAD BAR,Dinner,Livingston,PRD CUCUMBER
DICED TOFU,SALAD BAR,Dinner,Livingston,"TOFU FIRM BULK (WATER, SOYBEANS, CALCIUM SULFATE, CALCIUM CHLORIDE)"
LETTUCE,SALAD BAR,Dinner,Livingston,PRD LETTUCE ICEBERG 24HD
TOMATO WEDGES,SALAD BAR,Dinner,Livingston,PRD TOMATO LARGE (6x6)
SLOW SIMMERED LENTIL SOUP,SOUPS,Dinner,Livingston,"WATER FRESH, VEG DRY LENTILS 24/1LB, PRD ONION SPANISH DRY, BASE VEGETABLE LOW SODIUM, PRD CARROT, PRD CELERY PASCAL, MARGARINE PRINT SOLID 30# (VEGETABLE OIL (CANOLA , COTTONSEED, AND OR SOYBEAN OIL), PALM AND PALM KERNEL OILS, WATER, SALT, SOY LECITHIN (EMULSIFIER), SODIUM BENZOATE (PRESERVATIVE), MONO- AND DIGLYCERIDES (MONO- AND DIGLYCERIDES, MIXED TOCOPHEROLS, ASCORBIC ACID, CITRIC ACID (ANTIOXIDANTS)), ARTIFICIAL FLAVOR, VITAMIN A PALMITATE, BETA CAROTENE (COLOR). ), SALT, BLACK PEPPER"
EGG SALAD,DELI BAR ENTREE,Dinner,Livingston,"0, DRESSING MAYONNAISE (SOYBEAN OIL, WATER, WHOLE EGGS AND EGG YOLKS, DISTILLED VINEGAR, SALT, SUGAR, LEMON JUICE CONCENTRATE, CALCIUM DISODIUM EDTA (USED TO PROTECT QUALITY), NATURAL FLAVORS.), PRD CELERY PASCAL, SALT, BLACK PEPPER"
KNOCKWURST & SAUERKRAUT,ENTREES,Dinner,Livingston,"SAUSAGE KNOCKWURST (PORK, BEEF, WATER, SALT, FLAVORINGS, CORN SYRUP, DEXTROSE, SODIUM PHOSPHATES, PAPRIKA, NATURAL SMOKE FLAVORING, SODIUM ERYTHORBATE, SODIUM NITRITE. FLAVORINGS CONTAIN MUSTARD.), VEG SAUERKRAUT SABRETT 12/2#, FRUIT UNSWEET APPLESAUCE 6/#10 (APPLES AND WATER, ASCORBIC ACID ADDED TO MAINTAIN COLOR), CARAWAY SEEDS"
MEXICAN CHIPOTLE CHICKEN,ENTREES,Dinner,Livingston,"CHICKEN THIGHS BONED & S/OFF, VEG TOMATO DICED, WATER FRESH, PRD ONION SPANISH DRY, OIL WESSON CANOLA 4/1GAL, PRD GARLIC PEELED FRESH GAL, KOSHER SALT, BLACK PEPPER, GROUND CUMIN"
POTATO YUKON GOLD HERB ROASTED,ENTREES,Dinner,Livingston,"PRD POTATO YUKON GOLD B's 100CT, OIL WESSON CANOLA 4/1GAL, SALT, GRANULATED GARLIC, SPANISH PAPRIKA, HERB FRESH PARSLEY CURLY BUNCH, DRIED ROSEMARY, HERB FRESH SAGE"
SWEET CARAMELIZED BUTTERNUT SQUASH,ENTREES,Dinner,Livingston,"PRD SQUASH BUTTERNUT CUBED, MARGARINE PRINT SOLID 30# (VEGETABLE OIL (CANOLA , COTTONSEED, AND OR SOYBEAN OIL), PALM AND PALM KERNEL OILS, WATER, SALT, SOY LECITHIN (EMULSIFIER), SODIUM BENZOATE (PRESERVATIVE), MONO- AND DIGLYCERIDES (MONO- AND DIGLYCERIDES, MIXED TOCOPHEROLS, ASCORBIC ACID, CITRIC ACID (ANTIOXIDANTS)), ARTIFICIAL FLAVOR, VITAMIN A PALMITATE, BETA CAROTENE (COLOR). ), DARK BROWN SUGAR, SPICE VANILLA IMITATION (WATER, SUGAR, CARAMEL COLOR, ARTIFICIAL FLAVOR, CITRIC ACID, SODIUM BENZOATE.), CINNAMON"
ULTIMATE CHARGRILLED ASPARAGUS,ENTREES,Dinner,Livingston,"PRD ASPARAGUS GREEN 11LB, OIL OLIVE 25%/75%, OIL VEGALENE SPRAY ALLERGEN FREE PAM (SUNFLOWER OIL SUNFLOWER LECITHIN, NATURAL FLAVOR, AND PROPELLANT)"
TIRAMISU CUPCAKE,DESSERTS,Dinner,Livingston,"TIRAMISU CUPCAKE (CAKE PUDDING BASIC (WHOLE FROZEN EGGS, VANILLA PUDDING CAKE MIX (SUGAR, MODIFIED CORN STARCH, WHEY (MILK), WHEAT GLUTEN, SALT, SODIUM ALUMINUM PHOSPHATE, SOYBEAN OIL, SODIUM BICARBONATE AND 2% OR LESS OF EACH OF THE FOLLOWING: PROPYLENE GLYCOL ESTERS OF FATTY ACIDS, MONO- AND DIGLYCERIDES, DIACETYL TARTARIC ACID ESTERS OF MONO-DIGLYCERIDES (DATEM), ARTIFICIAL FLAVOR ), CAKE FLOUR PURASNOW (ENRICHED FLOUR BLEACHED (WHEAT FLOUR, NIACIN, IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID)), COTTONSEED OIL, SUGAR GRANULATED, WATER FRESH, WATER FRESH), ICING BUTTER CREAM (SUGAR GRANULATED, SWEETEX SHORTENING (HIGH OLEIC SOYBEAN OIL, HYDROGENATED SOYBEAN OIL, HYDROGENATED COTTONSEED OIL, MONO AND DIGLYCERIDES), SWEET BUTTER (CREAM, SALT), WATER FRESH, WHIPPING EGG WHITES (EGG WHITES, GUAR GUM, TRIETHYLCITRATE), LIGHT CORN SYRUP), BS COCOA ROYAL DUTCH POWDER (HIGH FAT COCOA POWDER PROCESSED WITH ALKALI) PRODUCED IN A FACILITY THAT ALSO USES PEANUTS AND TREE NUTS)"
GRILLED HOT DOGS,PUB,Dinner,Livingston,"FRANKS BEEF 8/1 BEST (5# BAG) (BEEF, WATER, SALT, FLAVORING, PAPRIKA, HYDROLYZED SOY AND CORN PROTEIN, SODIUM ERYTHORBATE, SODIUM NITRITE)"
POTATO HOT DOG ROLL,PUB,Dinner,Livingston,"ROLL MARTIN'S HOT DOG POTATO LONG (UNBLEACHED ENRICHED WHEAT FLOUR (FLOUR, FERROUS SULFATE, NIACIN, THIAMIN, RIBOFLAVIN, FOLIC ACID), NONFAT MILK, RECONSTITUTED POTATOES (FROM POTATO FLOUR), YEAST, SUGAR, WHEAT GLUTEN, SUNFLOWER OIL, CONTAINS 2 PERCENT OR LESS OF EACH OF THE FOLLOWING: SALT, BUTTER, DOUGH CONDITIONERS (SODIUM STEAROYL LACTYLATE, MONOGLYCERIDES AND DIGLYCERIDES), MONOCALCIUM PHOSPHATE, CALCIUM PROPIONATE (A PRESERVATIVE), GUAR GUM, ASCORBIC ACID, DATEM, CALCIUM SULFATE, ENZYMES, TURMERIC COLOR, ANNATTO COLOR, SESAME SEEDS.)"
PUB BURGER,PUB,Dinner,Livingston,"BEEF BURGER FRESH 3OZ PUB, ROLL MARTIN'S HAMBURGER POTATO (UNBLEACHED ENRICHED WHEAT FLOUR (FLOUR, FERROUS SULFATE, NIACIN, THIAMIN, RIBOFLAVIN, FOLIC ACID), NONFAT MILK, RECONSTITUTED POTATOES (FROM POTATO FLOUR), YEAST, SUGAR, WHEAT GLUTEN, SUNFLOWER OIL, CONTAINS 2 PERCENT OR LESS OF EACH OF THE FOLLOWING: SALT, BUTTER, DOUGH CONDITIONERS (SODIUM STEAROYL LACTYLATE, MONOGLYCERIDES AND DIGLYCERIDES), MONOCALCIUM PHOSPHATE, CALCIUM PROPIONATE (A PRESERVATIVE), GUAR GUM, ASCORBIC ACID, DATEM, CALCIUM SULFATE, ENZYMES, TURMERIC COLOR, ANNATTO COLOR, SESAME SEEDS.)"
PUB INGREDIENTS,PUB,Dinner,Livingston,"POTATO FRIES REG 5/16"", CHEESE AMERICAN SLCD YELLOW (SKIM MILK, AMERICAN CHEESE (MILK, CHEESE CULTURES, SALT, ENZYMES), PALM OIL, CASEIN (MILK PROTEIN), MODIFIED FOOD STARCH, SODIUM CITRATE, SALT, NATURAL FLAVOR, WHEY, CITRIC ACID, SORBIC ACID (AS A PRESERVATIVE), ARTIFICIAL COLOR, LECITHIN (SOY)), CHEESE CHEDDAR LOAF-10.5lb YEL, PRD MUSHROOM 10# 1""-1.5"" DIAM, CHEESE PROVOLONE 12LB PIECE (PASTEURIZED MILK, CHEESE CULTURE, SALT, AND ENZYMES.), PRD ONION SPANISH DRY, SPICE MONTREAL STEAK SEASONING (COARSE SALT, SPICES (INCLUDING BLACK PEPPER AND RED PEPPER), GARLIC, ONION, SUNFLOWER OIL, NATURAL FLAVOR AND EXTRACTIVES OF PAPRIKA.), CHEESE BLUE CRUMBLED 5LB BAG, PICKLE CHIPS DILL Kr Cut TUB"
TURKEY BURGERS,PUB,Dinner,Livingston,FRZ TURKEY BURGER
VEGETABLE BURGER,PUB,Dinner,Livingston,"VEGAN VEGGIE BURGER-GARDEIN (WATER, COOKED BROWN RICE, CARROTS, ROASTED BELL PEPPERS, ROASTED ONIONS, ROLLED OATS, PEAS (SALT), CANOLA OIL, ROASTED CORN, SOY PROTEIN CONCENTRATE, METHYLCELLULOSE, YEAST EXTRACT, ORGANIC CANE SUGAR, SALT, DRIED GARLIC, GARLIC POWDER, ONION POWDER, SPICES, NATURAL FLAVORS, PAPRIKA, SEA SALT, CITRIC ACID.)"
BAKED BROWN RICE,WOK/ MONGOLIAN GRILL,Dinner,Livingston,"WATER FRESH, RICE BROWN (WHOLE GRAIN PARBOILED BROWN RICE), SALT"
BAKED WHITE RICE,WOK/ MONGOLIAN GRILL,Dinner,Livingston,"WATER FRESH, RICE WHITE-50 LB (ENRICHED LONG GRAIN PARBOILED RICE (LONG GRAIN RICE, IRON, FERRIC ORTHOPHOSPHATE), THIAMINE MONONITRATE AND FOLATE), SALT"
GENERAL TSO CHICKEN,WOK/ MONGOLIAN GRILL,Dinner,Livingston,"FRZ CHICKEN TEMPURA BREAST CHUNKS (BONELESS, SKINLESS, CHICKEN BREAST CHUNKS WITH RIB MEAT CONTAINING: UP TO 15% OF A SOLUTION OF WATER, SEASONING [MALTODEXTRIN, AUTOLYZED YEAST EXTRACT, SALT, POTASSIUM CHLORIDE, FLAVORING, DISODIUM INOSINATE, DISODIUM GUANYLATE, CONTAINS LESS THAN 2% (CARROT SOLIDS, CORNSTARCH, DIPOTASSIUM PHOSPHATE, INVERT SUGAR, POTATO MALTODEXTRIN, SODIUM ACETATE, SUGAR, TAPIOCA MALTODEXTRIN, TARTARIC ACID)], MODIFIED FOOD STARCH, SODIUM PHOSPHATES, SALT. COATED WITH: CORN STARCH, TAPIOCA STARCH, DEXTRIN, RICE FLOUR, SALT, LEAVENING (SODIUM ACID PYROPHOSPHATE, SODIUM BICARBONATE), SOYBEAN OIL.), SAUCE ASIAN MENU GENERAL TSO (SUGAR, WATER, SOY SAUCE (SOYBEANS, WHEAT, WATER, SALT), VINEGAR, GARLIC JUICE (GARLIC JUICE, SALT), KETCHUP (TOMATO CONCENTRATE, DISTILLED VINEGAR, SUGAR, SALT, ONION POWDER, SPICE, NATURAL FLAVORING), SOYBEAN OIL, GARLIC, XANTHAM GUM, SPICE, NATURAL PRESERVATIVE.), SAUCE DUCK, PRD ONION SPANISH DRY, OIL WESSON CANOLA 4/1GAL, PRD BROCCOLI FLORETTES 4/3#, PRD PEPPER GREEN LARGE, PRD PEPPER RED * AVG 22/25#, CORNSTARCH SLURRY (WATER FRESH, CORNSTARCH)"
MONGOLIAN SIDES,WOK/ MONGOLIAN GRILL,Dinner,Livingston,"CHICKEN STRIP 1/4 X 1/4 X 3, BEEF STRIPS 1/4 x 1/4 x 3, FRZ FISH SHRIMP LG PDI 41-50CT T/OFF, TOFU FIRM BULK (WATER, SOYBEANS, CALCIUM SULFATE, CALCIUM CHLORIDE), WINE RICE WINE PAGADO, PRD GARLIC PEELED FRESH GAL, PRD GINGER PEELED, WHITE GROUND PEPPER"
STIR FRY NOODLES & VEGGIES,WOK/ MONGOLIAN GRILL,Dinner,Livingston,"WATER FRESH, WATER FRESH, PRD CABBAGE BOK CHOY, PRD SQUASH YELLOW, PRD BEANS GREEN SNIPPED, NOODLE RICE PAD THAI, BASE VEGETABLE LOW SODIUM, PRD PEPPER RED * AVG 22/25#, PRD CELERY PASCAL, WINE SHERRY CRIBARI BOX, PRD ONION GREEN SCALLION, GLUTEN FREE TAMARI SOY SAUCE, OIL WESSON CANOLA 4/1GAL, CHILI SAUCE (TOMATO PUREE (WATER, TOMATO PASTE), DISTILLED WHITE VINEGAR, HIGH FRUCTOSE CORN SYRUP, SALT, CORN SYRUP, SALT, DEHYDRATED ONIONS, SPICE, GARLIC POWDER, NATURAL FLAVORINGS.), GROUND GINGER"
VEGETABLE FRIED RICE,WOK/ MONGOLIAN GRILL,Dinner,Livingston,"PRD BROCCOLI FLORETTES 4/3#, RICE WHITE-50 LB (ENRICHED LONG GRAIN PARBOILED RICE (LONG GRAIN RICE, IRON, FERRIC ORTHOPHOSPHATE), THIAMINE MONONITRATE AND FOLATE), PRD ONION SPANISH DRY, GLUTEN FREE TAMARI SOY SAUCE, PRD PEPPER RED * AVG 22/25#, OIL OLIVE PURE, PRD GARLIC PEELED FRESH GAL, GROUND GINGER, BLACK PEPPER"
